GID_0,NAME_0,NAME_1,farm_sz,nm_slc0,farm_sz2,variable,value
ZMB,Zambia,NA,N1_2,Sub-Saharan Africa,1-2 HA,Current Farms,185817.6768866998
ZMB,Zambia,NA,N20_,Sub-Saharan Africa,20+ HA,Current Farms,253241.91987594854
ZMB,Zambia,NA,N2_5,Sub-Saharan Africa,2-5 HA,Current Farms,555824.8233096293
ZMB,Zambia,NA,N5_10,Sub-Saharan Africa,5-10 HA,Current Farms,510843.0273180805
ZWE,Zimbabwe,NA,N0_1,Sub-Saharan Africa,Under 1 HA,Current Farms,336336.51022195315
ZWE,Zimbabwe,NA,N10_20,Sub-Saharan Africa,10-20 HA,Current Farms,151450.41733136232
ZWE,Zimbabwe,NA,N1_2,Sub-Saharan Africa,1-2 HA,Current Farms,311477.90537065454
ZWE,Zimbabwe,NA,N20_,Sub-Saharan Africa,20+ HA,Current Farms,149062.96667379356
ZWE,Zimbabwe,NA,N2_5,Sub-Saharan Africa,2-5 HA,Current Farms,340877.8336412537
ZWE,Zimbabwe,NA,N5_10,Sub-Saharan Africa,5-10 HA,Current Farms,261089.83800655266
AGO,Angola,Angola,All Farms,Angola,All Farms,Current Farms,2942710.9371777773
AGO,Angola,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,2942710.9371777773
BDI,Bubanza,Bubanza,All Farms,Burundi,All Farms,Current Farms,69810.06287944182
BDI,Bujumbura Mairie,Bujumbura Mairie,All Farms,Burundi,All Farms,Current Farms,28210.287850613688
BDI,Bujumbura Rural,Bujumbura Rural,All Farms,Burundi,All Farms,Current Farms,140730.2843585094
BDI,Burundi,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1871150.5775353014
BDI,Bururi,Bururi,All Farms,Burundi,All Farms,Current Farms,133075.4814802024
BDI,Cankuzo,Cankuzo,All Farms,Burundi,All Farms,Current Farms,41293.02757244261
BDI,Cibitoke,Cibitoke,All Farms,Burundi,All Farms,Current Farms,113516.46732266125
BDI,Gitega,Gitega,All Farms,Burundi,All Farms,Current Farms,173156.45057211915
BDI,Karuzi,Karuzi,All Farms,Burundi,All Farms,Current Farms,151388.3832124439
BDI,Kayanza,Kayanza,All Farms,Burundi,All Farms,Current Farms,101504.85514067893
BDI,Kirundo,Kirundo,All Farms,Burundi,All Farms,Current Farms,182823.0557262936
BDI,Makamba,Makamba,All Farms,Burundi,All Farms,Current Farms,102780.56830258966
BDI,Muramvya,Muramvya,All Farms,Burundi,All Farms,Current Farms,74519.46148823666
BDI,Muyinga,Muyinga,All Farms,Burundi,All Farms,Current Farms,125842.94751709055
BDI,Mwaro,Mwaro,All Farms,Burundi,All Farms,Current Farms,67196.81554818485
BDI,Ngozi,Ngozi,All Farms,Burundi,All Farms,Current Farms,167434.6019898572
BDI,Rutana,Rutana,All Farms,Burundi,All Farms,Current Farms,98122.77451779821
BDI,Ruyigi,Ruyigi,All Farms,Burundi,All Farms,Current Farms,99745.05205613768
BEN,Alibori,Alibori,All Farms,Benin,All Farms,Current Farms,101143.41343665161
BEN,Atakora,Atakora,All Farms,Benin,All Farms,Current Farms,84140.46380620073
BEN,Atlantique,Atlantique,All Farms,Benin,All Farms,Current Farms,40318.41976557397
BEN,Benin,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,807493.6006181324
BEN,Borgou,Borgou,All Farms,Benin,All Farms,Current Farms,117221.884057107
BEN,Collines,Collines,All Farms,Benin,All Farms,Current Farms,88254.9175015497
BEN,Donga,Donga,All Farms,Benin,All Farms,Current Farms,44818.60623868063
BEN,Kouffo,Kouffo,All Farms,Benin,All Farms,Current Farms,105579.66460457782
BEN,Littoral,Littoral,All Farms,Benin,All Farms,Current Farms,1367.3331590469659
BEN,Mono,Mono,All Farms,Benin,All Farms,Current Farms,45067.56574650583
BEN,Ouémé,Ouémé,All Farms,Benin,All Farms,Current Farms,34584.32483695406
BEN,Plateau,Plateau,All Farms,Benin,All Farms,Current Farms,63714.89427539622
BEN,Zou,Zou,All Farms,Benin,All Farms,Current Farms,81282.1131898879
BFA,Boucle Du Mouhoun,Boucle Du Mouhoun,All Farms,Burkina Faso,All Farms,Current Farms,150126.80980020162
BFA,Burkina Faso,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1674867.9062850578
BFA,Cascades,Cascades,All Farms,Burkina Faso,All Farms,Current Farms,207763.67019884847
BFA,Centre,Centre,All Farms,Burkina Faso,All Farms,Current Farms,41468.31271020803
BFA,Centre-Est,Centre-Est,All Farms,Burkina Faso,All Farms,Current Farms,59193.64570101035
BFA,Centre-Nord,Centre-Nord,All Farms,Burkina Faso,All Farms,Current Farms,259833.2720578653
BFA,Centre-Ouest,Centre-Ouest,All Farms,Burkina Faso,All Farms,Current Farms,95313.56852887935
BFA,Centre-Sud,Centre-Sud,All Farms,Burkina Faso,All Farms,Current Farms,117065.64811868148
BFA,Est,Est,All Farms,Burkina Faso,All Farms,Current Farms,84577.87280927338
BFA,Haut-Bassins,Haut-Bassins,All Farms,Burkina Faso,All Farms,Current Farms,170294.6385215379
BFA,Nord,Nord,All Farms,Burkina Faso,All Farms,Current Farms,150779.80169808707
BFA,Plateau-Central,Plateau-Central,All Farms,Burkina Faso,All Farms,Current Farms,247222.33414776667
BFA,Sahel,Sahel,All Farms,Burkina Faso,All Farms,Current Farms,51121.01037345912
BFA,Sud-Ouest,Sud-Ouest,All Farms,Burkina Faso,All Farms,Current Farms,40107.32161923911
BWA,Botswana,Botswana,All Farms,Botswana,All Farms,Current Farms,75135.3197707446
BWA,Botswana,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,75135.3197707446
CAF,Central African Republic,Central African Republic,All Farms,Central African Republic,All Farms,Current Farms,525557.1050696563
CAF,Central African Republic,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,525557.1050696563
CIV,Centre,Centre,All Farms,Côte d'Ivoire,All Farms,Current Farms,101366.93776608884
CIV,Centre-Est,Centre-Est,All Farms,Côte d'Ivoire,All Farms,Current Farms,39108.32868803746
CIV,Centre-Nord,Centre-Nord,All Farms,Côte d'Ivoire,All Farms,Current Farms,100754.54341892696
CIV,Centre-Ouest,Centre-Ouest,All Farms,Côte d'Ivoire,All Farms,Current Farms,274042.5081846076
CIV,Côte d'Ivoire,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1451092.5061222194
CIV,Nord,Nord,All Farms,Côte d'Ivoire,All Farms,Current Farms,89749.72309480744
CIV,Nord-Est,Nord-Est,All Farms,Côte d'Ivoire,All Farms,Current Farms,55469.57055201836
CIV,Nord-Ouest,Nord-Ouest,All Farms,Côte d'Ivoire,All Farms,Current Farms,76838.59194412961
CIV,Ouest,Ouest,All Farms,Côte d'Ivoire,All Farms,Current Farms,213916.85231659794
CIV,Sud,Sud,All Farms,Côte d'Ivoire,All Farms,Current Farms,252324.43135708963
CIV,Sud-Ouest,Sud-Ouest,All Farms,Côte d'Ivoire,All Farms,Current Farms,115603.5182433501
CIV,Ville D'abidjan,Ville D'abidjan,All Farms,Côte d'Ivoire,All Farms,Current Farms,131917.5005565654
CMR,Adamaoua,Adamaoua,All Farms,Cameroon,All Farms,Current Farms,120244.55956131477
CMR,Cameroon,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1846694.1926339522
CMR,Centre,Centre,All Farms,Cameroon,All Farms,Current Farms,195513.89131890514
CMR,Douala,Douala,All Farms,Cameroon,All Farms,Current Farms,8914.88061623554
CMR,Est,Est,All Farms,Cameroon,All Farms,Current Farms,95385.26332711264
CMR,Extrme-Nord,Extrme-Nord,All Farms,Cameroon,All Farms,Current Farms,471300.4845063761
CMR,Littoral,Littoral,All Farms,Cameroon,All Farms,Current Farms,60672.08721575969
CMR,Nord,Nord,All Farms,Cameroon,All Farms,Current Farms,260129.5305274197
CMR,Nord-Ouest,Nord-Ouest,All Farms,Cameroon,All Farms,Current Farms,256016.7913172559
CMR,Ouest,Ouest,All Farms,Cameroon,All Farms,Current Farms,191615.23822582452
CMR,Sud,Sud,All Farms,Cameroon,All Farms,Current Farms,33401.107811325965
CMR,Sud-Ouest,Sud-Ouest,All Farms,Cameroon,All Farms,Current Farms,130426.20140608784
CMR,Yaoundé,Yaoundé,All Farms,Cameroon,All Farms,Current Farms,23074.15680033438
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,All Farms,Democratic Republic of the Congo,All Farms,Current Farms,7608524.670943433
COD,Democratic Republic of the Congo,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,7608524.670943433
COG,Republic of Congo,Republic of Congo,All Farms,Republic of Congo,All Farms,Current Farms,272225.07101083244
COG,Republic of Congo,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,272225.07101083244
DJI,Djibouti,Djibouti,All Farms,Djibouti,All Farms,Current Farms,1896.0754574371076
DJI,Djibouti,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1896.0754574371076
DZA,Adrar,Adrar,All Farms,Algeria,All Farms,Current Farms,27100.446680321395
DZA,Alger,Alger,All Farms,Algeria,All Farms,Current Farms,6620.5285736669
DZA,Algeria,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1209013.446683687
DZA,Annaba,Annaba,All Farms,Algeria,All Farms,Current Farms,5415.092710725663
DZA,Aïn Defla,Aïn Defla,All Farms,Algeria,All Farms,Current Farms,27448.9612976899
DZA,Aïn Témouchent,Aïn Témouchent,All Farms,Algeria,All Farms,Current Farms,14106.722487249113
DZA,Batna,Batna,All Farms,Algeria,All Farms,Current Farms,51189.17743779167
DZA,Biskra,Biskra,All Farms,Algeria,All Farms,Current Farms,34757.77501175122
DZA,Blida,Blida,All Farms,Algeria,All Farms,Current Farms,9317.45710018517
DZA,Bordj Bou Arréridj,Bordj Bou Arréridj,All Farms,Algeria,All Farms,Current Farms,26776.91518964597
DZA,Bouira,Bouira,All Farms,Algeria,All Farms,Current Farms,34756.52585541657
DZA,Boumerdès,Boumerdès,All Farms,Algeria,All Farms,Current Farms,25986.199229809918
DZA,Béchar,Béchar,All Farms,Algeria,All Farms,Current Farms,5873.533085543729
DZA,Béjaïa,Béjaïa,All Farms,Algeria,All Farms,Current Farms,42714.900863498064
DZA,Chlef,Chlef,All Farms,Algeria,All Farms,Current Farms,34460.47580410354
DZA,Constantine,Constantine,All Farms,Algeria,All Farms,Current Farms,6556.821600599538
DZA,Djelfa,Djelfa,All Farms,Algeria,All Farms,Current Farms,37419.72716089919
DZA,El Bayadh,El Bayadh,All Farms,Algeria,All Farms,Current Farms,10479.172491413516
DZA,El Oued,El Oued,All Farms,Algeria,All Farms,Current Farms,40837.41889251289
DZA,El Tarf,El Tarf,All Farms,Algeria,All Farms,Current Farms,10140.651124722246
DZA,Ghardaïa,Ghardaïa,All Farms,Algeria,All Farms,Current Farms,11911.954807261805
DZA,Guelma,Guelma,All Farms,Algeria,All Farms,Current Farms,17198.384415518092
DZA,Illizi,Illizi,All Farms,Algeria,All Farms,Current Farms,1597.670952022635
DZA,Jijel,Jijel,All Farms,Algeria,All Farms,Current Farms,21015.806174221114
DZA,Khenchela,Khenchela,All Farms,Algeria,All Farms,Current Farms,26660.74365052314
DZA,Laghouat,Laghouat,All Farms,Algeria,All Farms,Current Farms,20338.763440838575
DZA,M'sila,M'sila,All Farms,Algeria,All Farms,Current Farms,41585.66353697071
DZA,Mascara,Mascara,All Farms,Algeria,All Farms,Current Farms,35298.659704656464
DZA,Mila,Mila,All Farms,Algeria,All Farms,Current Farms,23910.101401614742
DZA,Mostaganem,Mostaganem,All Farms,Algeria,All Farms,Current Farms,32827.82847471059
DZA,Médéa,Médéa,All Farms,Algeria,All Farms,Current Farms,42862.30131098724
DZA,Naâma,Naâma,All Farms,Algeria,All Farms,Current Farms,3923.600047148629
DZA,Oran,Oran,All Farms,Algeria,All Farms,Current Farms,10695.276537308679
DZA,Ouargla,Ouargla,All Farms,Algeria,All Farms,Current Farms,33654.769968251625
DZA,Oum El Bouaghi,Oum El Bouaghi,All Farms,Algeria,All Farms,Current Farms,25302.9107147541
DZA,Relizane,Relizane,All Farms,Algeria,All Farms,Current Farms,32998.96289255821
DZA,Saïda,Saïda,All Farms,Algeria,All Farms,Current Farms,16372.69207831171
DZA,Sidi Bel Abbès,Sidi Bel Abbès,All Farms,Algeria,All Farms,Current Farms,25185.49001929661
DZA,Skikda,Skikda,All Farms,Algeria,All Farms,Current Farms,32719.151873595685
DZA,Souk Ahras,Souk Ahras,All Farms,Algeria,All Farms,Current Farms,17608.107693284648
DZA,Sétif,Sétif,All Farms,Algeria,All Farms,Current Farms,49822.60040768005
DZA,Tamanghasset,Tamanghasset,All Farms,Algeria,All Farms,Current Farms,4004.795208901148
DZA,Tiaret,Tiaret,All Farms,Algeria,All Farms,Current Farms,38906.2231991376
DZA,Tindouf,Tindouf,All Farms,Algeria,All Farms,Current Farms,278.56186262787145
DZA,Tipaza,Tipaza,All Farms,Algeria,All Farms,Current Farms,12436.60046781654
DZA,Tissemsilt,Tissemsilt,All Farms,Algeria,All Farms,Current Farms,12119.314758814391
DZA,Tizi Ouzou,Tizi Ouzou,All Farms,Algeria,All Farms,Current Farms,81158.9362188136
DZA,Tlemcen,Tlemcen,All Farms,Algeria,All Farms,Current Farms,44333.8074732098
DZA,Tébessa,Tébessa,All Farms,Algeria,All Farms,Current Farms,40325.26479530468
EGY,Egypt,Egypt,All Farms,Egypt,All Farms,Current Farms,6212709.26025451
EGY,Egypt,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,6212709.26025451
ERI,Eritrea,Eritrea,All Farms,Eritrea,All Farms,Current Farms,600106.3665258681
ERI,Eritrea,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,600106.366525868
ESH,Western Sahara,Western Sahara,All Farms,Western Sahara,All Farms,Current Farms,0
ESH,Western Sahara,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,0
ETH,Addis Abeba,Addis Abeba,All Farms,Ethiopia,All Farms,Current Farms,1462288.5881079459
ETH,Afar,Afar,All Farms,Ethiopia,All Farms,Current Farms,99370.74834516614
ETH,Amhara,Amhara,All Farms,Ethiopia,All Farms,Current Farms,4106844.4681137167
ETH,Benshangul-Gumaz,Benshangul-Gumaz,All Farms,Ethiopia,All Farms,Current Farms,227338.12517898006
ETH,Dire Dawa,Dire Dawa,All Farms,Ethiopia,All Farms,Current Farms,34064.15110365951
ETH,Ethiopia,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,16085174.469187403
ETH,Gambela Peoples,Gambela Peoples,All Farms,Ethiopia,All Farms,Current Farms,68453.56106417988
ETH,Harari People,Harari People,All Farms,Ethiopia,All Farms,Current Farms,20745.594750848897
ETH,Oromia,Oromia,All Farms,Ethiopia,All Farms,Current Farms,5842928.5761615895
ETH,Somali,Somali,All Farms,Ethiopia,All Farms,Current Farms,362849.3473630722
ETH,"Southern Nations, Nationalities And Peoples","Southern Nations, Nationalities And Peoples",All Farms,Ethiopia,All Farms,Current Farms,3070694.104037961
ETH,Tigray,Tigray,All Farms,Ethiopia,All Farms,Current Farms,789597.2049602828
GAB,Gabon,Gabon,All Farms,Gabon,All Farms,Current Farms,46096.43697990084
GAB,Gabon,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,46096.43697990084
GHA,Ashanti,Ashanti,All Farms,Ghana,All Farms,Current Farms,398192.36211888917
GHA,Brong Ahafo,Brong Ahafo,All Farms,Ghana,All Farms,Current Farms,289630.10214167496
GHA,Central,Central,All Farms,Ghana,All Farms,Current Farms,168413.6348795817
GHA,Eastern,Eastern,All Farms,Ghana,All Farms,Current Farms,261360.05084771014
GHA,Ghana,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,2128627.163949941
GHA,Greater Accra,Greater Accra,All Farms,Ghana,All Farms,Current Farms,25655.492622541577
GHA,Northern,Northern,All Farms,Ghana,All Farms,Current Farms,313149.4210610104
GHA,Upper East,Upper East,All Farms,Ghana,All Farms,Current Farms,137396.45921355987
GHA,Upper West,Upper West,All Farms,Ghana,All Farms,Current Farms,97662.78704082376
GHA,Volta,Volta,All Farms,Ghana,All Farms,Current Farms,240819.6870698602
GHA,Western,Western,All Farms,Ghana,All Farms,Current Farms,196347.1669542894
GIN,Guinea,Guinea,All Farms,Guinea,All Farms,Current Farms,913107.1750113155
GIN,Guinea,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,913107.1750113156
GMB,Banjul,Banjul,All Farms,Gambia,All Farms,Current Farms,145.11521946864116
GMB,Gambia,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,82318.99942739075
GMB,Lower River,Lower River,All Farms,Gambia,All Farms,Current Farms,8108.625413353101
GMB,Maccarthy Island,Maccarthy Island,All Farms,Gambia,All Farms,Current Farms,18441.902124639833
GMB,North Bank,North Bank,All Farms,Gambia,All Farms,Current Farms,16340.559515860805
GMB,Upper River,Upper River,All Farms,Gambia,All Farms,Current Farms,20959.299409484247
GMB,Western,Western,All Farms,Gambia,All Farms,Current Farms,18323.497744584118
GNB,Guinea-Bissau,Guinea-Bissau,All Farms,Guinea-Bissau,All Farms,Current Farms,103013.55762948262
GNB,Guinea-Bissau,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,103013.55762948263
GNQ,Equatorial Guinea,Equatorial Guinea,All Farms,Equatorial Guinea,All Farms,Current Farms,0
GNQ,Equatorial Guinea,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,0
KEN,Baringo,Baringo,All Farms,Kenya,All Farms,Current Farms,71534.44117338366
KEN,Bomet,Bomet,All Farms,Kenya,All Farms,Current Farms,66664.52860471689
KEN,Bondo,Bondo,All Farms,Kenya,All Farms,Current Farms,56899.87583629505
KEN,Bungoma,Bungoma,All Farms,Kenya,All Farms,Current Farms,275348.21028217935
KEN,Buret,Buret,All Farms,Kenya,All Farms,Current Farms,70303.18795746785
KEN,Busia,Busia,All Farms,Kenya,All Farms,Current Farms,101896.79625042662
KEN,Butere/Mumias,Butere/Mumias,All Farms,Kenya,All Farms,Current Farms,137893.7100440305
KEN,Embu,Embu,All Farms,Kenya,All Farms,Current Farms,72510.2202890433
KEN,Garissa,Garissa,All Farms,Kenya,All Farms,Current Farms,4009.4245744684536
KEN,Gucha,Gucha,All Farms,Kenya,All Farms,Current Farms,124610.76463628569
KEN,Homa Bay,Homa Bay,All Farms,Kenya,All Farms,Current Farms,65654.05950127164
KEN,Isiolo,Isiolo,All Farms,Kenya,All Farms,Current Farms,9144.636415756318
KEN,Kajiado,Kajiado,All Farms,Kenya,All Farms,Current Farms,36119.52309232301
KEN,Kakamega,Kakamega,All Farms,Kenya,All Farms,Current Farms,151507.01255218714
KEN,Keiyo,Keiyo,All Farms,Kenya,All Farms,Current Farms,42493.69052962561
KEN,Kenya,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,5401807.954489846
KEN,Kericho,Kericho,All Farms,Kenya,All Farms,Current Farms,47923.003908004255
KEN,Kiambu,Kiambu,All Farms,Kenya,All Farms,Current Farms,129448.36342957764
KEN,Kilifi,Kilifi,All Farms,Kenya,All Farms,Current Farms,113847.64943034967
KEN,Kirinyaga,Kirinyaga,All Farms,Kenya,All Farms,Current Farms,94912.43772393712
KEN,Kisii,Kisii,All Farms,Kenya,All Farms,Current Farms,85867.55331917563
KEN,Kisumu,Kisumu,All Farms,Kenya,All Farms,Current Farms,67548.95665442981
KEN,Kitui,Kitui,All Farms,Kenya,All Farms,Current Farms,154614.15909723905
KEN,Koibatek,Koibatek,All Farms,Kenya,All Farms,Current Farms,28263.640288954473
KEN,Kuria,Kuria,All Farms,Kenya,All Farms,Current Farms,40660.01837675826
KEN,Kwale,Kwale,All Farms,Kenya,All Farms,Current Farms,48255.388361192985
KEN,Laikipia,Laikipia,All Farms,Kenya,All Farms,Current Farms,55769.003344069715
KEN,Lamu,Lamu,All Farms,Kenya,All Farms,Current Farms,9541.443289279006
KEN,Lugari,Lugari,All Farms,Kenya,All Farms,Current Farms,56441.322047591086
KEN,Machakos,Machakos,All Farms,Kenya,All Farms,Current Farms,255133.0412815964
KEN,Makueni,Makueni,All Farms,Kenya,All Farms,Current Farms,220568.893399322
KEN,Malindi,Malindi,All Farms,Kenya,All Farms,Current Farms,85250.29372883633
KEN,Mandera,Mandera,All Farms,Kenya,All Farms,Current Farms,8000.9216623830325
KEN,Maragua,Maragua,All Farms,Kenya,All Farms,Current Farms,99677.0362546299
KEN,Marakwet,Marakwet,All Farms,Kenya,All Farms,Current Farms,29695.499112243822
KEN,Marsabit,Marsabit,All Farms,Kenya,All Farms,Current Farms,8292.892165608631
KEN,Mbeere,Mbeere,All Farms,Kenya,All Farms,Current Farms,35331.004078972524
KEN,Meru Central,Meru Central,All Farms,Kenya,All Farms,Current Farms,126980.08837886676
KEN,Meru South,Meru South,All Farms,Kenya,All Farms,Current Farms,55548.191429881554
KEN,Migori,Migori,All Farms,Kenya,All Farms,Current Farms,99626.41192092668
KEN,Mombasa,Mombasa,All Farms,Kenya,All Farms,Current Farms,4575.615763954829
KEN,Moyale,Moyale,All Farms,Kenya,All Farms,Current Farms,7247.394105292117
KEN,Mt. Elgon,Mt. Elgon,All Farms,Kenya,All Farms,Current Farms,50103.88974786649
KEN,Muranga,Muranga,All Farms,Kenya,All Farms,Current Farms,70452.23520905495
KEN,Mwingi,Mwingi,All Farms,Kenya,All Farms,Current Farms,95297.78095651763
KEN,Nairobi,Nairobi,All Farms,Kenya,All Farms,Current Farms,6929.615060432307
KEN,Nakuru,Nakuru,All Farms,Kenya,All Farms,Current Farms,118970.74027583712
KEN,Nandi,Nandi,All Farms,Kenya,All Farms,Current Farms,155959.94438170097
KEN,Narok,Narok,All Farms,Kenya,All Farms,Current Farms,77933.52978044355
KEN,Nyambene,Nyambene,All Farms,Kenya,All Farms,Current Farms,170227.92850184513
KEN,Nyamira,Nyamira,All Farms,Kenya,All Farms,Current Farms,100921.1387306908
KEN,Nyandarua,Nyandarua,All Farms,Kenya,All Farms,Current Farms,111488.01301612651
KEN,Nyando,Nyando,All Farms,Kenya,All Farms,Current Farms,67275.92790690906
KEN,Nyeri,Nyeri,All Farms,Kenya,All Farms,Current Farms,129810.97626542403
KEN,Rachuonyo,Rachuonyo,All Farms,Kenya,All Farms,Current Farms,92842.83282682128
KEN,Samburu,Samburu,All Farms,Kenya,All Farms,Current Farms,11831.648751396708
KEN,Siaya,Siaya,All Farms,Kenya,All Farms,Current Farms,121395.30644604881
KEN,Suba,Suba,All Farms,Kenya,All Farms,Current Farms,26348.70213015028
KEN,Taita Taveta,Taita Taveta,All Farms,Kenya,All Farms,Current Farms,54144.6100044023
KEN,Tana River,Tana River,All Farms,Kenya,All Farms,Current Farms,17439.16580210376
KEN,Teso,Teso,All Farms,Kenya,All Farms,Current Farms,53695.272022363555
KEN,Tharaka,Tharaka,All Farms,Kenya,All Farms,Current Farms,29102.38466201578
KEN,Thika,Thika,All Farms,Kenya,All Farms,Current Farms,101791.09921398769
KEN,Trans Mara,Trans Mara,All Farms,Kenya,All Farms,Current Farms,36283.96692901131
KEN,Trans Nzoia,Trans Nzoia,All Farms,Kenya,All Farms,Current Farms,132036.65147678068
KEN,Turkana,Turkana,All Farms,Kenya,All Farms,Current Farms,12482.059758196541
KEN,Uasin Gishu,Uasin Gishu,All Farms,Kenya,All Farms,Current Farms,103607.36683409713
KEN,Vihiga,Vihiga,All Farms,Kenya,All Farms,Current Farms,131923.60910020975
KEN,Wajir,Wajir,All Farms,Kenya,All Farms,Current Farms,0
KEN,West Pokot,West Pokot,All Farms,Kenya,All Farms,Current Farms,65901.2544068781
LBR,Liberia,Liberia,All Farms,Liberia,All Farms,Current Farms,248679.26126629574
LBR,Liberia,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,248679.26126629574
LBY,Libya,Libya,All Farms,Libya,All Farms,Current Farms,202383.5463665101
LBY,Libya,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,202383.5463665101
LSO,Berea,Berea,All Farms,Lesotho,All Farms,Current Farms,40564.202574480216
LSO,Butha Buthe,Butha Buthe,All Farms,Lesotho,All Farms,Current Farms,20882.645038424424
LSO,Leribe,Leribe,All Farms,Lesotho,All Farms,Current Farms,47931.65170217474
LSO,Lesotho,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,268471.8125697541
LSO,Mafeteng,Mafeteng,All Farms,Lesotho,All Farms,Current Farms,31828.29841885598
LSO,Maseru,Maseru,All Farms,Lesotho,All Farms,Current Farms,40416.08528573862
LSO,Mohale's Hoek,Mohale's Hoek,All Farms,Lesotho,All Farms,Current Farms,15493.515442855447
LSO,Mokhotlong,Mokhotlong,All Farms,Lesotho,All Farms,Current Farms,15876.695684275375
LSO,Qacha's Nek,Qacha's Nek,All Farms,Lesotho,All Farms,Current Farms,10037.618983882554
LSO,Quthing,Quthing,All Farms,Lesotho,All Farms,Current Farms,20030.69146326735
LSO,Thaba Tseka,Thaba Tseka,All Farms,Lesotho,All Farms,Current Farms,25410.407975799353
MAR,Morocco,Morocco,All Farms,Morocco,All Farms,Current Farms,1655700.403289097
MAR,Morocco,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,1655700.403289097
MDG,Alaotra-Mangoro,Alaotra-Mangoro,All Farms,Madagascar,All Farms,Current Farms,165380.3713813751
MDG,Amoron'i Mania,Amoron'i Mania,All Farms,Madagascar,All Farms,Current Farms,194652.4560948838
MDG,Analamanga,Analamanga,All Farms,Madagascar,All Farms,Current Farms,305772.76808948396
MDG,Analanjirofo,Analanjirofo,All Farms,Madagascar,All Farms,Current Farms,129628.21557475402
MDG,Androy,Androy,All Farms,Madagascar,All Farms,Current Farms,140430.84056565125
MDG,Anosy,Anosy,All Farms,Madagascar,All Farms,Current Farms,125184.96212730951
MDG,Atsimo-Andrefana,Atsimo-Andrefana,All Farms,Madagascar,All Farms,Current Farms,177349.0911559125
MDG,Atsimo-Atsinanana,Atsimo-Atsinanana,All Farms,Madagascar,All Farms,Current Farms,107644.38069568797
MDG,Atsinanana,Atsinanana,All Farms,Madagascar,All Farms,Current Farms,228126.1361397419
MDG,Betsiboka,Betsiboka,All Farms,Madagascar,All Farms,Current Farms,70246.94070801402
MDG,Boeny,Boeny,All Farms,Madagascar,All Farms,Current Farms,60804.04109999961
MDG,Bongolava,Bongolava,All Farms,Madagascar,All Farms,Current Farms,88696.55337352009
MDG,Diana,Diana,All Farms,Madagascar,All Farms,Current Farms,57767.04137717319
MDG,Ihorombe,Ihorombe,All Farms,Madagascar,All Farms,Current Farms,56187.08204092014
MDG,Itasy,Itasy,All Farms,Madagascar,All Farms,Current Farms,171499.62695647345
MDG,Madagascar,NA,All Farms,Sub-Saharan Africa,All Farms,Current Farms,3425383.146969792
MDG,Mahatsiatra Ambony,Mahatsiatra Ambony,All Farms,Madagascar,All Farms,Current Farms,289551.92717623163
MDG,Melaky,Melaky,All Farms,Madagascar,All Farms,Current Farms,37270.7270454026
MDG,Menabe,Menabe,All Farms,Madagascar,All Farms,Current Farms,76843.51476885026
MDG,Sava,Sava,All Farms,Madagascar,All Farms,Current Farms,135390.24676791055
MDG,Sofia,Sofia,All Farms,Madagascar,All Farms,Current Farms,227900.81281212406
MDG,Vakinankaratra,Vakinankaratra,All Farms,Madagascar,All Farms,Current Farms,340913.11631548073
MDG,Vatovavy- Fitovinany,Vatovavy- Fitovinany,All Farms,Madagascar,All Farms,Current Farms,238142.2947028919
MLI,Bamako,Bamako,All Farms,Mali,All Farms,Current Farms,3605.787302906275
MLI,Gao,Gao,All Farms,Mali,All Farms,Current Farms,52158.19408234375
MLI,Kayes,Kayes,All Farms,Mali,All Farms,Current Farms,140315.18477106837
MLI,Kidal,Kidal,All Farms,Mali,All Farms,Current Farms,117113.7482136442
